asset_id	name	type	family	logical_family	planned_status	authority	data_gate	consumer	countable_now
ICM-137	Xray-VoidSegNet	NEW_PREDICTIVE	PACKAGING_RELIABILITY	ICM-137	PLAN_ONLY_CONDITIONAL	0	OPEN_Q_L2	PACKMAT_RELIABILITY	0
ICM-138	Delamination-RiskNet	NEW_PREDICTIVE	PACKAGING_RELIABILITY	ICM-138	PLAN_ONLY_CONDITIONAL	0	OPEN_Q_L2	PACKMAT_RELIABILITY	0
ICM-139	Warpage-TrajectoryNet	NEW_PREDICTIVE	PACKAGING_RELIABILITY	ICM-139	PLAN_ONLY_CONDITIONAL	0	OPEN_Q_L2	PACKMAT_RELIABILITY	0
ICM-140	ThermalInterface-ResistanceNet	NEW_PREDICTIVE	PACKAGING_RELIABILITY	ICM-140	PLAN_ONLY_CONDITIONAL	0	OPEN_Q_L2	PACKMAT_RELIABILITY	0
ICM-141	BondStrength-Net	NEW_PREDICTIVE	PACKAGING_RELIABILITY	ICM-141	PLAN_ONLY_CONDITIONAL	0	OPEN_Q_L2	PACKMAT_RELIABILITY	0
ICM-142	PackageThermal-HotspotNet	NEW_PREDICTIVE	PACKAGING_RELIABILITY	ICM-142	PLAN_ONLY_CONDITIONAL	0	OPEN_Q_L2	PACKMAT_RELIABILITY	0
ICM-143	PhosCore-LM	NEW_GENERATIVE	FOUNDATION_NANOLM	ICM-143	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	DOMAIN_QA	0
ICM-144	FurnaceEvidence-LM	NEW_GENERATIVE	FOUNDATION_NANOLM	ICM-144	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	DOMAIN_QA	0
ICM-145	SemiMatCore-LM	NEW_GENERATIVE	FOUNDATION_NANOLM	ICM-145	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	DOMAIN_QA	0
ICM-146	MetrologyCore-LM	NEW_GENERATIVE	FOUNDATION_NANOLM	ICM-146	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	DOMAIN_QA	0
ICM-147	PackMatCore-LM	NEW_GENERATIVE	FOUNDATION_NANOLM	ICM-147	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	DOMAIN_QA	0
ICM-148	FabQualityCore-LM	NEW_GENERATIVE	FOUNDATION_NANOLM	ICM-148	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	DOMAIN_QA	0
ICM-149	PhaseEvolution-LM	NEW_GENERATIVE	EXPERT_NANOLM	ICM-149	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	DOMAIN_EXPERT_QA	0
ICM-150	DopantSite-LM	NEW_GENERATIVE	EXPERT_NANOLM	ICM-150	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	DOMAIN_EXPERT_QA	0
ICM-151	AtmosphereDefect-LM	NEW_GENERATIVE	EXPERT_NANOLM	ICM-151	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	DOMAIN_EXPERT_QA	0
ICM-152	NIREnergyTransfer-LM	NEW_GENERATIVE	EXPERT_NANOLM	ICM-152	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	DOMAIN_EXPERT_QA	0
ICM-153	ThermalQuench-LM	NEW_GENERATIVE	EXPERT_NANOLM	ICM-153	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	DOMAIN_EXPERT_QA	0
ICM-154	SinteringKinetics-LM	NEW_GENERATIVE	EXPERT_NANOLM	ICM-154	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	DOMAIN_EXPERT_QA	0
ICM-155	PrecursorImpurity-LM	NEW_GENERATIVE	EXPERT_NANOLM	ICM-155	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	DOMAIN_EXPERT_QA	0
ICM-156	HostTransfer-LM	NEW_GENERATIVE	EXPERT_NANOLM	ICM-156	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	DOMAIN_EXPERT_QA	0
ICM-157	XRDEvidence-LM	NEW_GENERATIVE	EXPERT_NANOLM	ICM-157	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	DOMAIN_EXPERT_QA	0
ICM-158	PLEvidence-LM	NEW_GENERATIVE	EXPERT_NANOLM	ICM-158	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	DOMAIN_EXPERT_QA	0
ICM-159	SEMEDS-Microstructure-LM	NEW_GENERATIVE	EXPERT_NANOLM	ICM-159	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	DOMAIN_EXPERT_QA	0
ICM-160	MultimodalConflict-LM	NEW_GENERATIVE	EXPERT_NANOLM	ICM-160	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	DOMAIN_EXPERT_QA	0
ICM-161	DefectDoping-LM	NEW_GENERATIVE	EXPERT_NANOLM	ICM-161	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	DOMAIN_EXPERT_QA	0
ICM-162	ThinFilmInterface-LM	NEW_GENERATIVE	EXPERT_NANOLM	ICM-162	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	DOMAIN_EXPERT_QA	0
ICM-163	DielectricThermal-LM	NEW_GENERATIVE	EXPERT_NANOLM	ICM-163	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	DOMAIN_EXPERT_QA	0
ICM-164	OptoelectronicIntegration-LM	NEW_GENERATIVE	EXPERT_NANOLM	ICM-164	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	DOMAIN_EXPERT_QA	0
ICM-165	CureRheology-LM	NEW_GENERATIVE	EXPERT_NANOLM	ICM-165	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	DOMAIN_EXPERT_QA	0
ICM-166	InterconnectMetallurgy-LM	NEW_GENERATIVE	EXPERT_NANOLM	ICM-166	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	DOMAIN_EXPERT_QA	0
ICM-167	WarpageReliability-LM	NEW_GENERATIVE	EXPERT_NANOLM	ICM-167	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	DOMAIN_EXPERT_QA	0
ICM-168	VirtualMetrologyYield-LM	NEW_GENERATIVE	EXPERT_NANOLM	ICM-168	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	DOMAIN_EXPERT_QA	0
ICM-169	HypothesisComposer-LM	NEW_GENERATIVE	COLLAB_NANOLM	ICM-169	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	OFFLINE_DEEP_ANALYSIS	0
ICM-170	CounterHypothesis-LM	NEW_GENERATIVE	COLLAB_NANOLM	ICM-170	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	OFFLINE_DEEP_ANALYSIS	0
ICM-171	NextEvidence-LM	NEW_GENERATIVE	COLLAB_NANOLM	ICM-171	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	OFFLINE_DEEP_ANALYSIS	0
ICM-172	GroundedSynthesis-LM	NEW_GENERATIVE	COLLAB_NANOLM	ICM-172	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	OFFLINE_DEEP_ANALYSIS	0
ICM-173	ExpertSelector	NEW_SUPPORT_MODEL	LEARNED_COORDINATION	ICM-173	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	ICMAT_COUNCIL_RAG	0
ICM-174	EvidenceSufficiency	NEW_SUPPORT_MODEL	LEARNED_COORDINATION	ICM-174	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	ICMAT_COUNCIL_RAG	0
ICM-175	DisagreementArbiter	NEW_SUPPORT_MODEL	LEARNED_COORDINATION	ICM-175	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	ICMAT_COUNCIL_RAG	0
ICM-176	RefusalRisk	NEW_SUPPORT_MODEL	LEARNED_COORDINATION	ICM-176	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	ICMAT_COUNCIL_RAG	0
ICM-177	ClaimSpanTagger	NEW_SUPPORT_MODEL	LEARNED_COORDINATION	ICM-177	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	ICMAT_COUNCIL_RAG	0
ICM-178	ProvenanceRisk	NEW_SUPPORT_MODEL	LEARNED_COORDINATION	ICM-178	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	ICMAT_COUNCIL_RAG	0
ICM-179	AnswerQualityEstimator	NEW_SUPPORT_MODEL	LEARNED_COORDINATION	ICM-179	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	ICMAT_COUNCIL_RAG	0
ICM-180	EvidenceGainRegressor	NEW_SUPPORT_MODEL	LEARNED_COORDINATION	ICM-180	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	ICMAT_COUNCIL_RAG	0
ICM-181	Phosphor-QueryEncoder	NEW_SUPPORT_MODEL	QUERY_ENCODER	ICM-181	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	ICMAT_COUNCIL_RAG	0
ICM-182	Furnace-QueryEncoder	NEW_SUPPORT_MODEL	QUERY_ENCODER	ICM-182	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	ICMAT_COUNCIL_RAG	0
ICM-183	SemiMat-QueryEncoder	NEW_SUPPORT_MODEL	QUERY_ENCODER	ICM-183	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	ICMAT_COUNCIL_RAG	0
ICM-184	Metrology-QueryEncoder	NEW_SUPPORT_MODEL	QUERY_ENCODER	ICM-184	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	ICMAT_COUNCIL_RAG	0
ICM-185	Packaging-QueryEncoder	NEW_SUPPORT_MODEL	QUERY_ENCODER	ICM-185	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	ICMAT_COUNCIL_RAG	0
ICM-186	FabQuality-QueryEncoder	NEW_SUPPORT_MODEL	QUERY_ENCODER	ICM-186	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	ICMAT_COUNCIL_RAG	0
ICM-187	Phosphor-Reranker	NEW_SUPPORT_MODEL	RERANKER	ICM-187	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	ICMAT_COUNCIL_RAG	0
ICM-188	Furnace-Reranker	NEW_SUPPORT_MODEL	RERANKER	ICM-188	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	ICMAT_COUNCIL_RAG	0
ICM-189	SemiMat-Reranker	NEW_SUPPORT_MODEL	RERANKER	ICM-189	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	ICMAT_COUNCIL_RAG	0
ICM-190	Metrology-Reranker	NEW_SUPPORT_MODEL	RERANKER	ICM-190	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	ICMAT_COUNCIL_RAG	0
ICM-191	Packaging-Reranker	NEW_SUPPORT_MODEL	RERANKER	ICM-191	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	ICMAT_COUNCIL_RAG	0
ICM-192	FabQuality-Reranker	NEW_SUPPORT_MODEL	RERANKER	ICM-192	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	ICMAT_COUNCIL_RAG	0
ICM-193	Phosphor-ClaimNLI	NEW_SUPPORT_MODEL	CLAIM_NLI	ICM-193	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	ICMAT_COUNCIL_RAG	0
ICM-194	Furnace-ClaimNLI	NEW_SUPPORT_MODEL	CLAIM_NLI	ICM-194	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	ICMAT_COUNCIL_RAG	0
ICM-195	SemiMat-ClaimNLI	NEW_SUPPORT_MODEL	CLAIM_NLI	ICM-195	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	ICMAT_COUNCIL_RAG	0
ICM-196	Metrology-ClaimNLI	NEW_SUPPORT_MODEL	CLAIM_NLI	ICM-196	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	ICMAT_COUNCIL_RAG	0
ICM-197	Packaging-ClaimNLI	NEW_SUPPORT_MODEL	CLAIM_NLI	ICM-197	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	ICMAT_COUNCIL_RAG	0
ICM-198	FabQuality-ClaimNLI	NEW_SUPPORT_MODEL	CLAIM_NLI	ICM-198	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	ICMAT_COUNCIL_RAG	0
ICM-199	DomainTaskRouter	NEW_SUPPORT_MODEL	GLOBAL_RAG_GATE	ICM-199	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	ICMAT_COUNCIL_RAG	0
ICM-200	RAG-OOD	NEW_SUPPORT_MODEL	GLOBAL_RAG_GATE	ICM-200	PLAN_ONLY_CONDITIONAL	0	LICENSED_CORPUS_REQUIRED	ICMAT_COUNCIL_RAG	0
