candidate_id	name	category	target_slot	replacement_for	status	authority
CAND-S-005	ClaimSpanTagger	SUPPORT	ICM-177	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-006	ProvenanceRisk	SUPPORT	ICM-178	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-007	AnswerQualityEstimator	SUPPORT	ICM-179	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-008	EvidenceGainRegressor	SUPPORT	ICM-180	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-009	Phosphor-QueryEncoder	SUPPORT	ICM-181	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-010	Furnace-QueryEncoder	SUPPORT	ICM-182	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-011	SemiMat-QueryEncoder	SUPPORT	ICM-183	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-012	Metrology-QueryEncoder	SUPPORT	ICM-184	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-013	Packaging-QueryEncoder	SUPPORT	ICM-185	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-014	FabQuality-QueryEncoder	SUPPORT	ICM-186	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-015	Phosphor-Reranker	SUPPORT	ICM-187	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-016	Furnace-Reranker	SUPPORT	ICM-188	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-017	SemiMat-Reranker	SUPPORT	ICM-189	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-018	Metrology-Reranker	SUPPORT	ICM-190	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-019	Packaging-Reranker	SUPPORT	ICM-191	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-020	FabQuality-Reranker	SUPPORT	ICM-192	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-021	Phosphor-ClaimNLI	SUPPORT	ICM-193	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-022	Furnace-ClaimNLI	SUPPORT	ICM-194	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-023	SemiMat-ClaimNLI	SUPPORT	ICM-195	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-024	Metrology-ClaimNLI	SUPPORT	ICM-196	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-025	Packaging-ClaimNLI	SUPPORT	ICM-197	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-026	FabQuality-ClaimNLI	SUPPORT	ICM-198	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-027	DomainTaskRouter	SUPPORT	ICM-199	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-028	RAG-OOD	SUPPORT	ICM-200	PRIMARY_TARGET	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-029	SharedMultiDomain-QueryEncoder	SUPPORT	SPARE	ICM-181,ICM-182,ICM-183,ICM-184,ICM-185,ICM-186	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-030	SharedMultiDomain-Reranker	SUPPORT	SPARE	ICM-187,ICM-188,ICM-189,ICM-190,ICM-191,ICM-192	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-031	SharedMultiDomain-ClaimNLI	SUPPORT	SPARE	ICM-193,ICM-194,ICM-195,ICM-196,ICM-197,ICM-198	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-032	QueryReformulator	SUPPORT	SPARE	ICM-199	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-033	DomainCalibrationNet	SUPPORT	SPARE	ICM-200	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-034	CitationSpanAligner	SUPPORT	SPARE	ICM-177	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-035	NumericalClaimClassifier	SUPPORT	SPARE	ICM-178	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-036	UnitAnomalyClassifier	SUPPORT	SPARE	ICM-178	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-037	TemporalEvidenceRanker	SUPPORT	SPARE	ICM-180	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-038	SourceTrustCalibrator	SUPPORT	SPARE	ICM-178	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-039	DuplicateEvidenceDetector	SUPPORT	SPARE	ICM-174	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-040	ContradictionEdgeClassifier	SUPPORT	SPARE	ICM-175	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-041	ModelCompetenceEstimator	SUPPORT	SPARE	ICM-173	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-042	EvidenceFreshnessClassifier	SUPPORT	SPARE	ICM-174	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-043	MaterialEntityLinker	SUPPORT	SPARE	ICM-199	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-044	ProcessEntityLinker	SUPPORT	SPARE	ICM-199	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-045	MaterialRelationExtractor	SUPPORT	SPARE	ICM-177	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-046	TableEvidenceMatcher	SUPPORT	SPARE	ICM-177	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-047	FigureCaptionEvidenceMatcher	SUPPORT	SPARE	ICM-177	PRE_REGISTERED_PLAN_ONLY	0
CAND-S-048	MultiTaskCoordinationBaseline	SUPPORT	SPARE	ICM-173,ICM-174,ICM-175,ICM-176,ICM-177,ICM-178,ICM-179,ICM-180	PRE_REGISTERED_PLAN_ONLY	0
